date,Day,aircraft,helicopter,tank,APC,field artillery,MRL,drone,naval ship,anti-aircraft warfare,special equipment,vehicles and fuel tanks,cruise missiles,submarines
25-03-2024,761,347,325,6887,13183,10877,1018,8539,26,726,1785,14454,2010,1
24-03-2024,760,347,325,6876,13158,10855,1018,8510,26,723,1778,14407,1992,1
23-03-2024,759,347,325,6852,13130,10811,1018,8463,26,723,1768,14344,1992,1
22-03-2024,758,347,325,6840,13111,10775,1018,8388,26,723,1749,14287,1953,1
21-03-2024,757,347,325,6832,13074,10740,1018,8365,26,721,1741,14242,1922,1
20-03-2024,756,347,325,6828,13058,10714,1017,8355,26,721,1738,14198,1922,1
19-03-2024,755,347,325,6819,13049,10698,1017,8318,26,721,1735,14191,1922,1
18-03-2024,754,347,325,6809,13014,10668,1017,8308,26,720,1731,14141,1922,1
17-03-2024,753,347,325,6790,12997,10634,1017,8272,26,720,1723,14073,1922,1
16-03-2024,752,347,325,6779,12973,10606,1017,8268,26,719,1712,14024,1922,1
15-03-2024,751,347,325,6758,12949,10580,1017,8254,26,717,1711,13993,1920,1
14-03-2024,750,347,325,6757,12938,10565,1017,8220,26,717,1708,13959,1920,1
13-03-2024,749,347,325,6752,12921,10554,1017,8205,26,715,1699,13932,1919,1
12-03-2024,748,347,325,6747,12901,10522,1016,8184,26,713,1691,13870,1920,1
11-03-2024,747,347,325,6739,12874,10499,1016,8141,26,711,1686,13826,1919,1
10-03-2024,746,347,325,6731,12850,10466,1015,8082,26,709,1672,13752,1919,1
09-03-2024,745,347,325,6712,12823,10428,1012,8041,26,707,1666,13683,1919,1
08-03-2024,744,347,325,6706,12798,10375,1011,7998,26,704,1656,13598,1919,1
07-03-2024,743,347,325,6695,12779,10350,1009,7963,26,701,1647,13532,1919,1
06-03-2024,742,347,325,6678,12728,10308,1008,7921,26,701,1642,13479,1918,1
05-03-2024,741,347,325,6657,12688,10258,1007,7863,25,700,1630,13423,1917,1
04-03-2024,740,347,325,6648,12660,10210,1004,7845,25,698,1621,13374,1916,1
03-03-2024,739,347,325,6640,12639,10188,1003,7843,25,696,1620,13332,1915,1
02-03-2024,738,346,325,6624,12611,10153,1003,7829,25,696,1617,13267,1915,1
01-03-2024,737,345,325,6610,12582,10106,1000,7794,25,691,1611,13206,1912,1
29-02-2024,736,342,325,6593,12552,10070,1000,7768,25,690,1601,13152,1912,1
28-02-2024,735,342,325,6570,12508,10029,1000,7753,25,688,1594,13112,1912,1
27-02-2024,734,340,325,6556,12494,10009,1000,7729,25,686,1588,13065,1912,1
26-02-2024,733,340,325,6555,12478,9993,1000,7707,25,686,1580,13037,1910,1
25-02-2024,732,340,325,6542,12441,9981,999,7681,25,684,1578,13011,1907,1
24-02-2024,731,340,325,6534,12425,9952,999,7659,25,684,1576,12988,1905,1
23-02-2024,730,339,325,6526,12410,9916,999,7628,25,682,1575,12960,1903,1
22-02-2024,729,339,325,6523,12373,9867,997,7596,25,680,1566,12924,1903,1
21-02-2024,728,338,325,6516,12338,9826,992,7560,25,678,1558,12861,1903,1
20-02-2024,727,338,325,6503,12268,9773,988,7521,25,675,1551,12805,1902,1
19-02-2024,726,336,325,6498,12232,9733,986,7460,25,674,1545,12767,1898,1
18-02-2024,725,335,325,6487,12198,9709,984,7449,25,674,1540,12736,1898,1
17-02-2024,724,332,325,6476,12145,9669,984,7413,25,671,1533,12734,1896,1
16-02-2024,723,332,325,6465,12129,9641,984,7408,25,671,1528,12716,1895,1
15-02-2024,722,332,325,6442,12090,9620,984,7404,25,671,1524,12691,1882,1
14-02-2024,721,332,325,6433,12043,9566,984,7371,24,671,1523,12662,1882,1
13-02-2024,720,332,325,6424,12004,9500,981,7332,24,667,1518,12623,1882,1
12-02-2024,719,332,325,6416,11977,9481,981,7302,24,666,1514,12599,1882,1
11-02-2024,718,332,325,6406,11956,9475,981,7257,24,666,1513,12592,1881,1
10-02-2024,717,332,325,6394,11942,9459,981,7235,24,666,1512,12579,1881,1
09-02-2024,716,332,325,6385,11921,9435,981,7209,24,666,1509,12551,1881,1
08-02-2024,715,332,325,6383,11899,9411,980,7191,24,666,1505,12513,1880,1
07-02-2024,714,332,324,6372,11879,9387,980,7177,24,665,1497,12486,1849,1
06-02-2024,713,332,324,6365,11857,9367,979,7173,24,665,1496,12453,1848,1
05-02-2024,712,332,324,6348,11822,9349,979,7173,24,664,1486,12412,1848,1
04-02-2024,711,332,324,6343,11818,9331,979,7173,24,663,1479,12393,1848,1
03-02-2024,710,332,324,6341,11805,9300,979,7161,24,663,1473,12352,1847,1
02-02-2024,709,332,324,6331,11792,9274,978,7146,24,663,1470,12316,1847,1
01-02-2024,708,332,324,6322,11773,9228,976,7136,23,663,1462,12267,1847,1
31-01-2024,707,332,324,6310,11757,9195,974,7100,23,663,1452,12231,1846,1
30-01-2024,706,332,324,6300,11725,9144,972,7084,23,663,1448,12191,1846,1
29-01-2024,705,331,324,6290,11696,9113,972,7049,23,660,1443,12149,1846,1
28-01-2024,704,331,324,6280,11671,9097,972,7041,23,660,1436,12103,1845,1
27-01-2024,703,331,324,6271,11652,9085,972,7037,23,660,1433,12072,1845,1
26-01-2024,702,331,324,6265,11637,9082,972,7033,23,660,1425,12064,1845,1
25-01-2024,701,331,324,6257,11621,9067,972,7033,23,660,1420,12044,1844,1
24-01-2024,700,331,324,6227,11579,9008,971,6998,23,659,1416,12005,1842,1
23-01-2024,699,331,324,6214,11548,8947,970,6961,23,657,1409,11956,1820,1
22-01-2024,698,331,324,6192,11489,8896,968,6961,23,657,1397,11891,1819,1
21-01-2024,697,331,324,6181,11466,8875,968,6936,23,655,1392,11862,1818,1
20-01-2024,696,331,324,6171,11455,8868,967,6934,23,654,1389,11848,1818,1
19-01-2024,695,331,324,6167,11445,8854,966,6929,23,654,1384,11831,1818,1
18-01-2024,694,331,324,6147,11410,8835,966,6925,23,653,1380,11794,1818,1
17-01-2024,693,331,324,6126,11372,8811,964,6884,23,653,1367,11755,1817,1
16-01-2024,692,331,324,6113,11358,8801,961,6877,23,653,1365,11731,1816,1
15-01-2024,691,329,324,6089,11322,8771,958,6865,23,650,1356,11698,1815,1
14-01-2024,690,329,324,6075,11302,8747,957,6861,23,648,1353,11667,1814,1
13-01-2024,689,329,324,6065,11269,8728,957,6848,23,646,1345,11632,1806,1
12-01-2024,688,329,324,6060,11254,8710,957,6836,23,642,1339,11612,1806,1
11-01-2024,687,329,324,6050,11238,8699,957,6834,23,641,1337,11596,1806,1
10-01-2024,686,329,324,6038,11216,8684,956,6834,23,639,1336,11575,1805,1
09-01-2024,685,329,324,6036,11203,8672,954,6823,23,638,1333,11552,1805,1
08-01-2024,684,329,324,6031,11194,8666,953,6822,23,638,1328,11542,1787,1
07-01-2024,683,329,324,6022,11180,8653,951,6811,23,637,1327,11523,1786,1
06-01-2024,682,329,324,6018,11158,8617,950,6787,23,633,1317,11478,1786,1
05-01-2024,681,329,324,6011,11142,8604,949,6771,23,631,1313,11463,1786,1
04-01-2024,680,329,324,6002,11128,8574,947,6753,23,630,1304,11423,1785,1
03-01-2024,679,329,324,5990,11107,8546,945,6748,23,629,1298,11391,1783,1
02-01-2024,678,329,324,5990,11100,8531,945,6710,23,626,1284,11365,1710,1
01-01-2024,677,329,324,5983,11087,8482,943,6657,23,625,1277,11330,1709,1
31-12-2023,676,329,324,5977,11070,8464,943,6591,23,623,1268,11292,1709,1
30-12-2023,675,329,324,5969,11053,8434,939,6554,23,621,1260,11244,1708,1
29-12-2023,674,329,324,5953,11033,8417,938,6539,23,620,1254,11215,1620,1
28-12-2023,673,329,324,5940,11015,8391,935,6503,23,617,1247,11180,1620,1
27-12-2023,672,329,324,5913,10973,8376,934,6471,23,616,1240,11140,1620,1
26-12-2023,671,329,324,5899,10956,8366,934,6458,23,614,1239,11109,1618,1
25-12-2023,670,329,324,5877,10919,8347,934,6436,22,613,1234,11075,1616,1
24-12-2023,669,327,324,5858,10888,8314,932,6404,22,611,1229,11022,1614,1
23-12-2023,668,327,324,5854,10871,8286,932,6384,22,611,1223,10995,1613,1
22-12-2023,667,324,324,5837,10843,8250,932,6365,22,611,1217,10944,1613,1
21-12-2023,666,324,324,5828,10825,8226,932,6342,22,611,1208,10919,1613,1
20-12-2023,665,324,324,5814,10794,8206,928,6316,22,611,1203,10871,1612,1
19-12-2023,664,324,324,5798,10771,8190,926,6299,22,611,1200,10842,1611,1
18-12-2023,663,324,324,5783,10752,8175,926,6290,22,610,1198,10822,1610,1
17-12-2023,662,324,324,5739,10692,8137,923,6278,22,609,1194,10766,1610,1
16-12-2023,661,324,324,5720,10667,8100,920,6238,22,605,1190,10710,1609,1
15-12-2023,660,324,324,5706,10654,8099,920,6226,22,605,1189,10699,1608,1
14-12-2023,659,324,324,5692,10616,8088,920,6206,22,605,1185,10675,1606,1
13-12-2023,658,324,324,5682,10594,8076,919,6173,22,605,1176,10662,1596,1
12-12-2023,657,324,324,5664,10579,8073,919,6163,22,605,1170,10650,1596,1
11-12-2023,656,324,324,5655,10560,8070,919,6154,22,605,1168,10636,1586,1
10-12-2023,655,324,324,5636,10529,8064,919,6136,22,605,1162,10623,1586,1
09-12-2023,654,324,324,5632,10519,8058,919,6136,22,605,1159,10598,1585,1
08-12-2023,653,324,324,5626,10508,8057,919,6136,22,605,1159,10591,1571,1
07-12-2023,652,324,324,5618,10482,8045,919,6116,22,605,1156,10561,1571,1
06-12-2023,651,324,324,5600,10456,8024,919,6083,22,605,1153,10532,1570,1
05-12-2023,650,323,324,5587,10416,7987,913,6032,22,605,1148,10483,1570,1
04-12-2023,649,323,324,5580,10401,7961,913,6017,22,602,1141,10451,1569,1
03-12-2023,648,323,324,5575,10396,7949,913,5995,22,602,1140,10432,1569,1
02-12-2023,647,323,324,5571,10385,7941,913,5994,22,602,1138,10410,1568,1
01-12-2023,646,323,324,5564,10372,7931,912,5976,22,602,1137,10399,1567,1
30-11-2023,645,323,324,5551,10340,7909,910,5954,22,600,1124,10361,1567,1
29-11-2023,644,323,324,5538,10312,7908,910,5944,22,600,1121,10348,1567,1
28-11-2023,643,323,324,5523,10285,7876,907,5905,22,597,1113,10302,1565,1
27-11-2023,642,323,324,5520,10282,7875,907,5905,22,597,1113,10299,1565,1
26-11-2023,641,323,324,5513,10279,7874,907,5901,22,597,1113,10288,1565,1
25-11-2023,640,323,324,5502,10263,7851,905,5808,22,596,1112,10259,1565,1
24-11-2023,639,323,324,5496,10256,7833,904,5800,22,595,1108,10232,1564,1
23-11-2023,638,323,324,5466,10224,7802,902,5799,22,591,1107,10198,1564,1
22-11-2023,637,323,324,5446,10188,7769,899,5784,22,589,1105,10159,1564,1
21-11-2023,636,323,324,5439,10174,7752,899,5771,22,588,1098,10134,1564,1
20-11-2023,635,323,324,5439,10168,7748,899,5764,22,588,1097,10127,1563,1
19-11-2023,634,323,324,5435,10166,7744,898,5755,22,588,1096,10120,1563,1
18-11-2023,633,323,324,5422,10141,7726,896,5726,22,586,1090,10091,1563,1
17-11-2023,632,323,324,5415,10132,7712,895,5709,22,585,1086,10077,1563,1
16-11-2023,631,323,324,5388,10121,7683,892,5689,22,585,1084,10060,1563,1
15-11-2023,630,323,324,5377,10104,7647,884,5675,22,582,1083,10020,1562,1
14-11-2023,629,322,324,5362,10086,7589,882,5649,22,580,1081,9973,1561,1
13-11-2023,628,322,324,5354,10079,7569,881,5634,22,580,1079,9949,1561,1
12-11-2023,627,322,324,5349,10073,7559,881,5632,22,580,1078,9944,1560,1
11-11-2023,626,322,324,5342,10041,7527,879,5620,22,579,1069,9925,1559,1
10-11-2023,625,322,324,5317,10017,7489,877,5595,20,578,1060,9876,1558,1
09-11-2023,624,322,324,5316,10014,7475,875,5593,20,577,1059,9853,1557,1
08-11-2023,623,322,324,5301,9996,7439,872,5567,20,572,1054,9814,1556,1
07-11-2023,622,322,324,5293,9974,7410,869,5557,20,570,1049,9767,1556,1
06-11-2023,621,322,324,5288,9958,7389,867,5554,20,570,1047,9744,1556,1
05-11-2023,620,322,324,5284,9953,7375,867,5534,20,570,1047,9730,1554,1
04-11-2023,619,322,324,5276,9939,7363,861,5534,20,568,1038,9716,1551,1
03-11-2023,618,322,324,5265,9901,7328,854,5495,20,566,1034,9691,1551,1
02-11-2023,617,322,324,5241,9877,7292,850,5488,20,566,1032,9658,1549,1
01-11-2023,616,321,324,5223,9834,7250,846,5468,20,563,1019,9624,1547,1
31-10-2023,615,321,324,5211,9804,7227,844,5440,20,562,1016,9590,1546,1
30-10-2023,614,321,324,5190,9775,7202,834,5419,20,559,1014,9555,1544,1
29-10-2023,613,320,324,5175,9758,7188,834,5399,20,558,1012,9532,1544,1
28-10-2023,612,320,324,5167,9749,7180,834,5399,20,558,1011,9524,1541,1
27-10-2023,611,320,324,5145,9726,7162,834,5390,20,556,1011,9513,1538,1
26-10-2023,610,320,324,5141,9715,7155,834,5389,20,556,1010,9507,1538,1
25-10-2023,609,320,324,5112,9697,7125,833,5372,20,554,1007,9474,1538,1
24-10-2023,608,320,324,5105,9669,7081,828,5363,20,552,1006,9447,1537,1
23-10-2023,607,320,324,5093,9653,7057,825,5345,20,551,998,9419,1536,1
22-10-2023,606,320,324,5081,9631,7032,825,5339,20,549,991,9404,1535,1
21-10-2023,605,320,324,5063,9612,7017,822,5330,20,548,990,9391,1535,1
20-10-2023,604,320,324,5047,9557,7012,822,5326,20,548,985,9370,1535,1
19-10-2023,603,320,324,4992,9437,6983,818,5318,20,548,985,9337,1534,1
18-10-2023,602,319,323,4981,9420,6944,814,5301,20,547,982,9303,1534,1
17-10-2023,601,318,317,4979,9405,6936,814,5291,20,547,982,9293,1533,1
16-10-2023,600,318,317,4965,9385,6910,814,5280,20,547,981,9271,1531,1
15-10-2023,599,317,316,4948,9362,6866,813,5269,20,547,976,9249,1531,1
14-10-2023,598,317,316,4940,9337,6833,811,5265,20,547,971,9225,1531,1
13-10-2023,597,316,316,4931,9313,6807,811,5264,20,546,967,9203,1531,1
12-10-2023,596,316,316,4905,9264,6763,811,5247,20,545,966,9170,1531,1
11-10-2023,595,316,316,4863,9220,6731,809,5226,20,545,965,9145,1530,1
10-10-2023,594,315,316,4829,9129,6713,808,5207,20,544,961,9125,1530,1
09-10-2023,593,315,316,4823,9126,6706,808,5190,20,543,959,9113,1530,1
08-10-2023,592,315,316,4821,9123,6705,808,5190,20,542,959,9111,1530,1
07-10-2023,591,315,316,4800,9102,6688,808,5185,20,541,956,9073,1530,1
06-10-2023,590,315,316,4777,9082,6666,806,5158,20,540,951,9015,1530,1
05-10-2023,589,315,316,4757,9052,6643,804,5129,20,540,948,8980,1530,1
04-10-2023,588,315,316,4745,9026,6612,802,5121,20,540,946,8962,1530,1
03-10-2023,587,315,316,4732,9008,6565,801,5080,20,540,943,8932,1529,1
02-10-2023,586,316,316,4712,9000,6525,801,5061,20,537,938,8909,1529,1
01-10-2023,585,316,316,4702,8991,6477,798,5043,20,537,933,8883,1529,1
30-09-2023,584,315,316,4691,8984,6447,796,5006,20,537,932,8854,1529,1
29-09-2023,583,315,316,4687,8972,6409,794,4991,20,536,930,8836,1529,1
28-09-2023,582,315,316,4679,8962,6375,793,4957,20,535,929,8815,1529,1
27-09-2023,581,315,316,4675,8950,6337,792,4948,20,534,927,8792,1529,1
26-09-2023,580,315,316,4672,8946,6299,792,4924,20,533,925,8763,1529,1
25-09-2023,579,315,316,4667,8927,6260,791,4895,20,533,918,8746,1518,1
24-09-2023,578,315,316,4662,8914,6233,789,4888,20,531,914,8734,1518,1
23-09-2023,577,315,316,4655,8912,6210,789,4867,20,530,912,8716,1518,1
22-09-2023,576,315,316,4644,8891,6177,785,4858,20,528,912,8690,1517,1
21-09-2023,575,315,316,4638,8883,6137,781,4850,20,528,911,8670,1479,1
20-09-2023,574,315,316,4635,8868,6096,779,4821,20,526,906,8633,1479,1
19-09-2023,573,315,316,4628,8851,6062,778,4784,20,526,903,8601,1479,1
18-09-2023,572,315,316,4623,8834,6027,776,4769,20,525,901,8571,1462,1
17-09-2023,571,315,316,4620,8828,6003,776,4742,20,523,896,8537,1455,1
16-09-2023,570,315,316,4616,8824,5988,774,4738,20,521,891,8525,1455,1
15-09-2023,569,315,316,4612,8814,5972,774,4714,20,521,889,8492,1455,1
14-09-2023,568,315,316,4599,8810,5944,769,4697,20,517,889,8458,1455,1
13-09-2023,567,315,316,4584,8792,5902,766,4650,19,517,884,8444,1455,
12-09-2023,566,315,316,4568,8778,5872,764,4645,19,515,881,8413,1455,
11-09-2023,565,315,316,4560,8767,5839,760,4628,19,512,877,8370,1455,
10-09-2023,564,315,316,4554,8755,5811,760,4593,19,509,872,8338,1455,
09-09-2023,563,315,316,4544,8739,5789,757,4588,19,508,870,8298,1455,
08-09-2023,562,315,316,4529,8726,5753,754,4570,19,507,860,8264,1455,
07-09-2023,561,315,316,4506,8703,5722,753,4541,19,506,859,8217,1455,
06-09-2023,560,315,316,4497,8682,5685,748,4519,19,505,852,8190,1447,
05-09-2023,559,315,316,4489,8670,5649,747,4512,19,504,851,8175,1447,
04-09-2023,558,315,316,4480,8663,5611,741,4481,19,503,847,8149,1447,
03-09-2023,557,315,316,4476,8649,5582,739,4444,18,502,841,8102,1447,
02-09-2023,556,315,316,4471,8637,5560,736,4433,18,501,835,8043,1447,
01-09-2023,555,315,316,4459,8613,5530,735,4421,18,500,831,8009,1445,
31-08-2023,554,315,316,4436,8604,5507,734,4417,18,500,830,7976,1445,
30-08-2023,553,315,316,4423,8596,5476,733,4395,18,500,825,7953,1419,
29-08-2023,552,315,316,4414,8579,5450,733,4387,18,500,820,7909,1419,
28-08-2023,551,315,316,4400,8562,5425,730,4383,18,499,809,7866,1415,
27-08-2023,550,315,316,4396,8554,5403,728,4378,18,498,808,7854,1411,
26-08-2023,549,315,316,4390,8539,5379,726,4367,18,497,804,7823,1411,
25-08-2023,548,315,316,4378,8521,5361,724,4356,18,495,802,7790,1409,
24-08-2023,547,315,316,4375,8511,5333,723,4344,18,494,801,7773,1406,
23-08-2023,546,315,316,4373,8488,5318,722,4324,18,491,800,7745,1406,
22-08-2023,545,315,316,4362,8476,5295,721,4312,18,491,797,7722,1406,
21-08-2023,544,315,316,4358,8449,5264,719,4309,18,489,794,7692,1406,
20-08-2023,543,315,316,4346,8435,5245,717,4304,18,489,790,7680,1406,
19-08-2023,542,315,316,4340,8424,5212,714,4282,18,486,785,7665,1406,
18-08-2023,541,315,316,4332,8410,5193,714,4276,18,486,783,7658,1406,
17-08-2023,540,315,314,4329,8398,5169,714,4272,18,486,773,7641,1406,
16-08-2023,539,315,314,4324,8380,5152,714,4248,18,485,773,7614,1404,
15-08-2023,538,315,314,4313,8370,5128,714,4242,18,482,769,7584,1387,
14-08-2023,537,315,313,4306,8354,5099,714,4213,18,479,766,7562,1379,
13-08-2023,536,315,313,4298,8335,5072,713,4204,18,477,760,7543,1379,
12-08-2023,535,315,313,4295,8324,5053,713,4201,18,472,759,7523,1378,
11-08-2023,534,315,313,4290,8318,5043,713,4197,18,471,756,7511,1377,
10-08-2023,533,315,313,4278,8303,5028,711,4179,18,469,746,7495,1377,
09-08-2023,532,315,312,4262,8290,5013,711,4175,18,469,742,7479,1377,
08-08-2023,531,315,312,4254,8278,4996,709,4158,18,468,737,7460,1377,
07-08-2023,530,315,311,4244,8270,4977,709,4154,18,467,735,7451,1377,
06-08-2023,529,315,311,4237,8262,4965,705,4126,18,466,734,7441,1359,
05-08-2023,528,315,311,4232,8251,4943,704,4116,18,466,730,7422,1347,
04-08-2023,527,315,311,4228,8249,4911,704,4104,18,466,724,7392,1347,
03-08-2023,526,315,311,4224,8234,4892,704,4077,18,465,721,7372,1347,
02-08-2023,525,315,311,4217,8213,4866,700,4042,18,463,718,7349,1347,
01-08-2023,524,315,311,4216,8205,4839,699,4027,18,462,718,7324,1347,
31-07-2023,523,315,311,4211,8188,4816,699,4017,18,460,715,7292,1347,
30-07-2023,522,315,311,4205,8178,4795,698,4011,18,459,711,7275,1347,
29-07-2023,521,315,311,4191,8167,4786,698,4007,18,458,710,7247,1347,
28-07-2023,520,315,311,4190,8161,4775,698,4007,18,458,709,7240,1347,
27-07-2023,519,315,311,4186,8147,4745,698,3996,18,457,708,7229,1347,
26-07-2023,518,315,311,4177,8136,4727,698,3993,18,457,708,7211,1307,
25-07-2023,517,315,310,4174,8131,4705,698,3977,18,454,703,7194,1307,
24-07-2023,516,315,310,4162,8118,4675,697,3963,18,452,698,7182,1307,
23-07-2023,515,315,310,4151,8105,4658,697,3958,18,451,696,7172,1298,
22-07-2023,514,315,310,4140,8096,4629,693,3944,18,448,691,7159,1298,
21-07-2023,513,315,310,4133,8080,4610,692,3933,18,440,686,7145,1298,
20-07-2023,512,315,310,4129,8065,4592,692,3918,18,433,685,7134,1293,
19-07-2023,511,315,310,4123,8059,4573,689,3885,18,430,683,7105,1279,
